review_id,recipe_id,user,rating,comment,date
145,145,Anonymous,4.1,No review available.,2025-01-01
146,146,Anonymous,3.6,No review available.,2025-01-01
147,147,Anonymous,4.6,No review available.,2025-01-01
148,148,Anonymous,4.3,No review available.,2025-01-01
149,149,Anonymous,4.8,No review available.,2025-01-01
150,150,Anonymous,4.3,No review available.,2025-01-01
151,151,Anonymous,4.7,No review available.,2025-01-01
152,152,Anonymous,4.3,No review available.,2025-01-01
153,153,Anonymous,4.7,No review available.,2025-01-01
154,154,Anonymous,4.8,No review available.,2025-01-01
155,155,Anonymous,4.7,No review available.,2025-01-01
156,156,Anonymous,4.9,No review available.,2025-01-01
157,157,Anonymous,4.7,No review available.,2025-01-01
158,158,Anonymous,4.7,No review available.,2025-01-01
159,159,Anonymous,4.6,No review available.,2025-01-01
160,160,Anonymous,4.9,No review available.,2025-01-01
161,161,Anonymous,4.7,No review available.,2025-01-01
162,162,Anonymous,4.6,No review available.,2025-01-01
163,163,Anonymous,4.3,No review available.,2025-01-01
164,164,Anonymous,4.5,No review available.,2025-01-01
165,165,Anonymous,5.0,No review available.,2025-01-01
166,166,Anonymous,4.8,No review available.,2025-01-01
167,167,Anonymous,4.5,No review available.,2025-01-01
168,168,Anonymous,4.9,No review available.,2025-01-01
169,169,Anonymous,4.7,No review available.,2025-01-01
170,170,Anonymous,4.4,No review available.,2025-01-01
171,171,Anonymous,5.0,No review available.,2025-01-01
172,172,Anonymous,4.4,No review available.,2025-01-01
173,173,Anonymous,4.6,No review available.,2025-01-01
174,174,Anonymous,4.6,No review available.,2025-01-01
175,175,Anonymous,4.6,No review available.,2025-01-01
176,176,Anonymous,4.7,No review available.,2025-01-01
177,177,Anonymous,4.4,No review available.,2025-01-01
178,178,Anonymous,4.7,No review available.,2025-01-01
179,179,Anonymous,4.7,No review available.,2025-01-01
180,180,Anonymous,3.9,No review available.,2025-01-01
181,181,Anonymous,4.7,No review available.,2025-01-01
182,182,Anonymous,4.7,No review available.,2025-01-01
183,183,Anonymous,4.3,No review available.,2025-01-01
184,184,Anonymous,4.6,No review available.,2025-01-01
185,185,Anonymous,4.6,No review available.,2025-01-01
186,186,Anonymous,4.6,No review available.,2025-01-01
187,187,Anonymous,4.9,No review available.,2025-01-01
188,188,Anonymous,4.7,No review available.,2025-01-01
189,189,Anonymous,4.5,No review available.,2025-01-01
190,190,Anonymous,4.4,No review available.,2025-01-01
191,191,Anonymous,4.6,No review available.,2025-01-01
192,192,Anonymous,4.5,No review available.,2025-01-01
193,193,Anonymous,3.9,No review available.,2025-01-01
194,194,Anonymous,4.3,No review available.,2025-01-01
195,195,Anonymous,4.7,No review available.,2025-01-01
196,196,Anonymous,4.7,No review available.,2025-01-01
197,197,Anonymous,4.0,No review available.,2025-01-01
198,198,Anonymous,4.2,No review available.,2025-01-01
199,199,Anonymous,4.6,No review available.,2025-01-01
200,200,Anonymous,5.0,No review available.,2025-01-01
201,201,Anonymous,4.3,No review available.,2025-01-01
202,202,Anonymous,4.5,No review available.,2025-01-01
203,203,Anonymous,4.5,No review available.,2025-01-01
204,204,Anonymous,5.0,No review available.,2025-01-01
205,205,Anonymous,4.4,No review available.,2025-01-01
206,206,Anonymous,4.7,No review available.,2025-01-01
207,207,Anonymous,4.6,No review available.,2025-01-01
208,208,Anonymous,4.8,No review available.,2025-01-01
209,209,Anonymous,4.4,No review available.,2025-01-01
210,210,Anonymous,4.2,No review available.,2025-01-01
211,211,Anonymous,4.6,No review available.,2025-01-01
212,212,Anonymous,4.7,No review available.,2025-01-01
213,213,Anonymous,4.5,No review available.,2025-01-01
214,214,Anonymous,5.0,No review available.,2025-01-01
215,215,Anonymous,4.8,No review available.,2025-01-01
216,216,Anonymous,4.5,No review available.,2025-01-01
217,217,Anonymous,5.0,No review available.,2025-01-01
218,218,Anonymous,4.7,No review available.,2025-01-01
219,219,Anonymous,4.9,No review available.,2025-01-01
220,220,Anonymous,4.5,No review available.,2025-01-01
221,221,Anonymous,4.8,No review available.,2025-01-01
222,222,Anonymous,4.0,No review available.,2025-01-01
223,223,Anonymous,4.8,No review available.,2025-01-01
224,224,Anonymous,4.8,No review available.,2025-01-01
225,225,Anonymous,4.4,No review available.,2025-01-01
226,226,Anonymous,4.1,No review available.,2025-01-01
227,227,Anonymous,4.7,No review available.,2025-01-01
228,228,Anonymous,4.9,No review available.,2025-01-01
229,229,Anonymous,5.0,No review available.,2025-01-01
230,230,Anonymous,4.7,No review available.,2025-01-01
231,231,Anonymous,4.1,No review available.,2025-01-01
232,232,Anonymous,4.8,No review available.,2025-01-01
233,233,Anonymous,4.6,No review available.,2025-01-01
234,234,Anonymous,4.4,No review available.,2025-01-01
235,235,Anonymous,5.0,No review available.,2025-01-01
236,236,Anonymous,5.0,No review available.,2025-01-01
237,237,Anonymous,5.0,No review available.,2025-01-01
238,238,Anonymous,4.5,No review available.,2025-01-01
239,239,Anonymous,3.9,No review available.,2025-01-01
240,240,Anonymous,5.0,No review available.,2025-01-01
241,241,Anonymous,4.5,No review available.,2025-01-01
242,242,Anonymous,5.0,No review available.,2025-01-01
243,243,Anonymous,5.0,No review available.,2025-01-01
244,244,Anonymous,5.0,No review available.,2025-01-01
245,245,Anonymous,4.5,No review available.,2025-01-01
246,246,Anonymous,4.2,No review available.,2025-01-01
247,247,Anonymous,4.7,No review available.,2025-01-01
248,248,Anonymous,4.4,No review available.,2025-01-01
249,249,Anonymous,4.7,No review available.,2025-01-01
250,250,Anonymous,4.7,No review available.,2025-01-01
251,251,Anonymous,4.5,No review available.,2025-01-01
252,252,Anonymous,4.0,No review available.,2025-01-01
253,253,Anonymous,4.7,No review available.,2025-01-01
254,254,Anonymous,4.4,No review available.,2025-01-01
255,255,Anonymous,4.5,No review available.,2025-01-01
256,256,Anonymous,4.6,No review available.,2025-01-01
257,257,Anonymous,4.1,No review available.,2025-01-01
258,258,Anonymous,4.7,No review available.,2025-01-01
259,259,Anonymous,4.8,No review available.,2025-01-01
260,260,Anonymous,4.6,No review available.,2025-01-01
261,261,Anonymous,4.7,No review available.,2025-01-01
262,262,Anonymous,4.7,No review available.,2025-01-01
263,263,Anonymous,4.7,No review available.,2025-01-01
264,264,Anonymous,3.6,No review available.,2025-01-01
265,265,Anonymous,4.7,No review available.,2025-01-01
266,266,Anonymous,4.3,No review available.,2025-01-01
267,267,Anonymous,4.9,No review available.,2025-01-01
268,268,Anonymous,5.0,No review available.,2025-01-01
269,269,Anonymous,4.6,No review available.,2025-01-01
270,270,Anonymous,4.0,No review available.,2025-01-01
271,271,Anonymous,4.6,No review available.,2025-01-01
272,272,Anonymous,3.9,No review available.,2025-01-01
273,273,Anonymous,4.4,No review available.,2025-01-01
274,274,Anonymous,4.3,No review available.,2025-01-01
275,275,Anonymous,4.1,No review available.,2025-01-01
276,276,Anonymous,3.5,No review available.,2025-01-01
277,277,Anonymous,4.5,No review available.,2025-01-01
278,278,Anonymous,4.4,No review available.,2025-01-01
279,279,Anonymous,4.8,No review available.,2025-01-01
280,280,Anonymous,5.0,No review available.,2025-01-01
281,281,Anonymous,4.6,No review available.,2025-01-01
282,282,Anonymous,4.0,No review available.,2025-01-01
283,283,Anonymous,4.4,No review available.,2025-01-01
284,284,Anonymous,4.5,No review available.,2025-01-01
285,285,Anonymous,4.3,No review available.,2025-01-01
286,286,Anonymous,4.3,No review available.,2025-01-01
287,287,Anonymous,3.9,No review available.,2025-01-01
288,288,Anonymous,3.9,No review available.,2025-01-01
289,289,Anonymous,4.8,No review available.,2025-01-01
290,290,Anonymous,4.6,No review available.,2025-01-01
291,291,Anonymous,4.5,No review available.,2025-01-01
292,292,Anonymous,4.8,No review available.,2025-01-01
293,293,Anonymous,4.7,No review available.,2025-01-01
294,294,Anonymous,4.1,No review available.,2025-01-01
295,295,Anonymous,3.0,No review available.,2025-01-01
296,296,Anonymous,4.4,No review available.,2025-01-01
297,297,Anonymous,4.7,No review available.,2025-01-01
298,298,Anonymous,4.6,No review available.,2025-01-01
299,299,Anonymous,4.6,No review available.,2025-01-01
300,300,Anonymous,4.9,No review available.,2025-01-01
301,301,Anonymous,4.5,No review available.,2025-01-01
302,302,Anonymous,4.6,No review available.,2025-01-01
303,303,Anonymous,4.7,No review available.,2025-01-01
304,304,Anonymous,4.8,No review available.,2025-01-01
305,305,Anonymous,4.7,No review available.,2025-01-01
306,306,Anonymous,4.3,No review available.,2025-01-01
307,307,Anonymous,4.5,No review available.,2025-01-01
308,308,Anonymous,4.7,No review available.,2025-01-01
309,309,Anonymous,4.6,No review available.,2025-01-01
310,310,Anonymous,4.7,No review available.,2025-01-01
311,311,Anonymous,4.7,No review available.,2025-01-01
312,312,Anonymous,4.6,No review available.,2025-01-01
313,313,Anonymous,4.7,No review available.,2025-01-01
314,314,Anonymous,4.8,No review available.,2025-01-01
315,315,Anonymous,4.6,No review available.,2025-01-01
316,316,Anonymous,5.0,No review available.,2025-01-01
317,317,Anonymous,4.5,No review available.,2025-01-01
318,318,Anonymous,4.5,No review available.,2025-01-01
319,319,Anonymous,4.6,No review available.,2025-01-01
320,320,Anonymous,4.6,No review available.,2025-01-01
321,321,Anonymous,4.4,No review available.,2025-01-01
322,322,Anonymous,4.8,No review available.,2025-01-01
323,323,Anonymous,4.4,No review available.,2025-01-01
324,324,Anonymous,4.5,No review available.,2025-01-01
325,325,Anonymous,4.3,No review available.,2025-01-01
326,326,Anonymous,4.7,No review available.,2025-01-01
327,327,Anonymous,4.4,No review available.,2025-01-01
328,328,Anonymous,4.5,No review available.,2025-01-01
329,329,Anonymous,4.5,No review available.,2025-01-01
330,330,Anonymous,4.6,No review available.,2025-01-01
331,331,Anonymous,4.4,No review available.,2025-01-01
332,332,Anonymous,4.7,No review available.,2025-01-01
333,333,Anonymous,4.6,No review available.,2025-01-01
334,334,Anonymous,4.2,No review available.,2025-01-01
335,335,Anonymous,4.4,No review available.,2025-01-01
336,336,Anonymous,4.2,No review available.,2025-01-01
337,337,Anonymous,4.4,No review available.,2025-01-01
338,338,Anonymous,4.6,No review available.,2025-01-01
339,339,Anonymous,4.5,No review available.,2025-01-01
340,340,Anonymous,4.6,No review available.,2025-01-01
341,341,Anonymous,4.7,No review available.,2025-01-01
342,342,Anonymous,4.8,No review available.,2025-01-01
343,343,Anonymous,4.6,No review available.,2025-01-01
344,344,Anonymous,4.7,No review available.,2025-01-01
345,345,Anonymous,2.3,No review available.,2025-01-01
346,346,Anonymous,4.4,No review available.,2025-01-01
347,347,Anonymous,4.2,No review available.,2025-01-01
348,348,Anonymous,4.4,No review available.,2025-01-01
349,349,Anonymous,4.3,No review available.,2025-01-01
350,350,Anonymous,4.7,No review available.,2025-01-01
351,351,Anonymous,4.7,No review available.,2025-01-01
352,352,Anonymous,4.6,No review available.,2025-01-01
353,353,Anonymous,4.5,No review available.,2025-01-01
354,354,Anonymous,4.3,No review available.,2025-01-01
355,355,Anonymous,4.4,No review available.,2025-01-01
356,356,Anonymous,4.6,No review available.,2025-01-01
357,357,Anonymous,4.5,No review available.,2025-01-01
358,358,Anonymous,4.3,No review available.,2025-01-01
359,359,Anonymous,4.6,No review available.,2025-01-01
360,360,Anonymous,4.4,No review available.,2025-01-01
361,361,Anonymous,4.4,No review available.,2025-01-01
362,362,Anonymous,4.2,No review available.,2025-01-01
363,363,Anonymous,4.4,No review available.,2025-01-01
364,364,Anonymous,4.6,No review available.,2025-01-01
365,365,Anonymous,4.5,No review available.,2025-01-01
366,366,Anonymous,4.6,No review available.,2025-01-01
367,367,Anonymous,4.9,No review available.,2025-01-01
368,368,Anonymous,4.5,No review available.,2025-01-01
369,369,Anonymous,3.3,No review available.,2025-01-01
370,370,Anonymous,4.3,No review available.,2025-01-01
371,371,Anonymous,4.6,No review available.,2025-01-01
372,372,Anonymous,4.3,No review available.,2025-01-01
373,373,Anonymous,4.6,No review available.,2025-01-01
374,374,Anonymous,4.9,No review available.,2025-01-01
375,375,Anonymous,4.4,No review available.,2025-01-01
376,376,Anonymous,4.7,No review available.,2025-01-01
377,377,Anonymous,4.6,No review available.,2025-01-01
378,378,Anonymous,4.7,No review available.,2025-01-01
379,379,Anonymous,4.6,No review available.,2025-01-01
380,380,Anonymous,4.7,No review available.,2025-01-01
381,381,Anonymous,4.7,No review available.,2025-01-01
382,382,Anonymous,4.4,No review available.,2025-01-01
383,383,Anonymous,4.2,No review available.,2025-01-01
384,384,Anonymous,4.4,No review available.,2025-01-01
385,385,Anonymous,4.2,No review available.,2025-01-01
386,386,Anonymous,4.5,No review available.,2025-01-01
387,387,Anonymous,4.3,No review available.,2025-01-01
388,388,Anonymous,4.4,No review available.,2025-01-01
389,389,Anonymous,4.2,No review available.,2025-01-01
390,390,Anonymous,4.3,No review available.,2025-01-01
391,391,Anonymous,4.7,No review available.,2025-01-01
392,392,Anonymous,4.6,No review available.,2025-01-01
393,393,Anonymous,4.6,No review available.,2025-01-01
394,394,Anonymous,4.7,No review available.,2025-01-01
395,395,Anonymous,4.4,No review available.,2025-01-01
396,396,Anonymous,4.5,No review available.,2025-01-01
397,397,Anonymous,4.5,No review available.,2025-01-01
398,398,Anonymous,4.6,No review available.,2025-01-01
399,399,Anonymous,4.5,No review available.,2025-01-01
400,400,Anonymous,3.6,No review available.,2025-01-01
401,401,Anonymous,4.4,No review available.,2025-01-01
402,402,Anonymous,5.0,No review available.,2025-01-01
403,403,Anonymous,4.6,No review available.,2025-01-01
404,404,Anonymous,4.5,No review available.,2025-01-01
405,405,Anonymous,4.0,No review available.,2025-01-01
406,406,Anonymous,4.5,No review available.,2025-01-01
407,407,Anonymous,4.3,No review available.,2025-01-01
408,408,Anonymous,4.7,No review available.,2025-01-01
409,409,Anonymous,4.6,No review available.,2025-01-01
410,410,Anonymous,5.0,No review available.,2025-01-01
411,411,Anonymous,4.4,No review available.,2025-01-01
412,412,Anonymous,3.3,No review available.,2025-01-01
413,413,Anonymous,4.8,No review available.,2025-01-01
414,414,Anonymous,4.0,No review available.,2025-01-01
415,415,Anonymous,4.8,No review available.,2025-01-01
416,416,Anonymous,4.4,No review available.,2025-01-01
417,417,Anonymous,5.0,No review available.,2025-01-01
418,418,Anonymous,5.0,No review available.,2025-01-01
419,419,Anonymous,4.7,No review available.,2025-01-01
420,420,Anonymous,5.0,No review available.,2025-01-01
421,421,Anonymous,4.4,No review available.,2025-01-01
422,422,Anonymous,3.8,No review available.,2025-01-01
423,423,Anonymous,2.0,No review available.,2025-01-01
424,424,Anonymous,2.0,No review available.,2025-01-01
425,425,Anonymous,3.9,No review available.,2025-01-01
426,426,Anonymous,4.4,No review available.,2025-01-01
427,427,Anonymous,4.5,No review available.,2025-01-01
428,428,Anonymous,4.9,No review available.,2025-01-01
429,429,Anonymous,4.2,No review available.,2025-01-01
430,430,Anonymous,4.6,No review available.,2025-01-01
431,431,Anonymous,4.2,No review available.,2025-01-01
432,432,Anonymous,4.7,No review available.,2025-01-01
433,433,Anonymous,4.7,No review available.,2025-01-01
434,434,Anonymous,4.6,No review available.,2025-01-01
435,435,Anonymous,4.5,No review available.,2025-01-01
436,436,Anonymous,4.7,No review available.,2025-01-01
437,437,Anonymous,4.2,No review available.,2025-01-01
438,438,Anonymous,4.8,No review available.,2025-01-01
439,439,Anonymous,4.6,No review available.,2025-01-01
440,440,Anonymous,4.8,No review available.,2025-01-01
441,441,Anonymous,4.9,No review available.,2025-01-01
442,442,Anonymous,4.7,No review available.,2025-01-01
443,443,Anonymous,4.5,No review available.,2025-01-01
444,444,Anonymous,4.8,No review available.,2025-01-01
445,445,Anonymous,4.6,No review available.,2025-01-01
446,446,Anonymous,4.7,No review available.,2025-01-01
447,447,Anonymous,4.7,No review available.,2025-01-01
448,448,Anonymous,4.9,No review available.,2025-01-01
449,449,Anonymous,4.4,No review available.,2025-01-01
450,450,Anonymous,4.8,No review available.,2025-01-01
451,451,Anonymous,4.9,No review available.,2025-01-01
452,452,Anonymous,4.6,No review available.,2025-01-01
453,453,Anonymous,4.4,No review available.,2025-01-01
454,454,Anonymous,4.4,No review available.,2025-01-01
455,455,Anonymous,4.4,No review available.,2025-01-01
456,456,Anonymous,4.8,No review available.,2025-01-01
457,457,Anonymous,4.7,No review available.,2025-01-01
458,458,Anonymous,5.0,No review available.,2025-01-01
459,459,Anonymous,5.0,No review available.,2025-01-01
460,460,Anonymous,3.7,No review available.,2025-01-01
461,461,Anonymous,4.3,No review available.,2025-01-01
462,462,Anonymous,4.1,No review available.,2025-01-01
463,463,Anonymous,4.6,No review available.,2025-01-01
464,464,Anonymous,4.6,No review available.,2025-01-01
465,465,Anonymous,4.9,No review available.,2025-01-01
466,466,Anonymous,4.3,No review available.,2025-01-01
467,467,Anonymous,5.0,No review available.,2025-01-01
468,468,Anonymous,4.7,No review available.,2025-01-01
469,469,Anonymous,4.4,No review available.,2025-01-01
470,470,Anonymous,3.8,No review available.,2025-01-01
471,471,Anonymous,3.8,No review available.,2025-01-01
472,472,Anonymous,4.8,No review available.,2025-01-01
473,473,Anonymous,4.4,No review available.,2025-01-01
474,474,Anonymous,4.7,No review available.,2025-01-01
475,475,Anonymous,4.6,No review available.,2025-01-01
476,476,Anonymous,4.6,No review available.,2025-01-01
477,477,Anonymous,4.2,No review available.,2025-01-01
478,478,Anonymous,4.2,No review available.,2025-01-01
479,479,Anonymous,4.7,No review available.,2025-01-01
480,480,Anonymous,4.7,No review available.,2025-01-01
481,481,Anonymous,4.6,No review available.,2025-01-01
482,482,Anonymous,4.8,No review available.,2025-01-01
483,483,Anonymous,4.6,No review available.,2025-01-01
484,484,Anonymous,4.1,No review available.,2025-01-01
485,485,Anonymous,5.0,No review available.,2025-01-01
486,486,Anonymous,4.3,No review available.,2025-01-01
487,487,Anonymous,4.7,No review available.,2025-01-01
488,488,Anonymous,4.9,No review available.,2025-01-01
489,489,Anonymous,3.7,No review available.,2025-01-01
490,490,Anonymous,5.0,No review available.,2025-01-01
491,491,Anonymous,4.8,No review available.,2025-01-01
492,492,Anonymous,4.3,No review available.,2025-01-01
493,493,Anonymous,4.4,No review available.,2025-01-01
494,494,Anonymous,4.6,No review available.,2025-01-01
495,495,Anonymous,5.0,No review available.,2025-01-01
496,496,Anonymous,4.3,No review available.,2025-01-01
497,497,Anonymous,4.6,No review available.,2025-01-01
498,498,Anonymous,4.8,No review available.,2025-01-01
499,499,Anonymous,4.7,No review available.,2025-01-01
500,500,Anonymous,5.0,No review available.,2025-01-01
501,501,Anonymous,4.8,No review available.,2025-01-01
502,502,Anonymous,4.5,No review available.,2025-01-01
503,503,Anonymous,5.0,No review available.,2025-01-01
504,504,Anonymous,4.5,No review available.,2025-01-01
505,505,Anonymous,4.8,No review available.,2025-01-01
506,506,Anonymous,4.8,No review available.,2025-01-01
507,507,Anonymous,4.7,No review available.,2025-01-01
508,508,Anonymous,5.0,No review available.,2025-01-01
509,509,Anonymous,4.4,No review available.,2025-01-01
510,510,Anonymous,4.0,No review available.,2025-01-01
511,511,Anonymous,4.3,No review available.,2025-01-01
512,512,Anonymous,4.4,No review available.,2025-01-01
513,513,Anonymous,4.8,No review available.,2025-01-01
514,514,Anonymous,5.0,No review available.,2025-01-01
515,515,Anonymous,5.0,No review available.,2025-01-01
516,516,Anonymous,5.0,No review available.,2025-01-01
517,517,Anonymous,4.6,No review available.,2025-01-01
518,518,Anonymous,4.2,No review available.,2025-01-01
519,519,Anonymous,4.5,No review available.,2025-01-01
520,520,Anonymous,3.7,No review available.,2025-01-01
521,521,Anonymous,5.0,No review available.,2025-01-01
522,522,Anonymous,4.0,No review available.,2025-01-01
523,523,Anonymous,4.0,No review available.,2025-01-01
524,524,Anonymous,4.5,No review available.,2025-01-01
525,525,Anonymous,4.0,No review available.,2025-01-01
526,526,Anonymous,4.0,No review available.,2025-01-01
527,527,Anonymous,4.3,No review available.,2025-01-01
528,528,Anonymous,5.0,No review available.,2025-01-01
529,529,Anonymous,3.7,No review available.,2025-01-01
530,530,Anonymous,4.5,No review available.,2025-01-01
531,531,Anonymous,4.4,No review available.,2025-01-01
532,532,Anonymous,3.8,No review available.,2025-01-01
533,533,Anonymous,4.0,No review available.,2025-01-01
534,534,Anonymous,5.0,No review available.,2025-01-01
535,535,Anonymous,5.0,No review available.,2025-01-01
536,536,Anonymous,3.0,No review available.,2025-01-01
