ingredient_id,recipe_id,name
188,25,2 teaspoons baking powder
36,25,1 teaspoon ground cinnamon
152,25,½ teaspoon salt
178,25,1  egg
189,25,⅓ cup vegetable oil
190,25,⅓ cup milk
191,25,2  apples - peeled
28,25,cored and chopped
149,26,2  eggs
78,26,2 cups white sugar
192,26,½ cup vegetable oil
100,26,2 teaspoons vanilla extract
193,26,2 cups apples
194,26,peeled and diced
150,26,2 cups all-purpose flour
195,26,1 ½ teaspoons salt
196,26,1 teaspoon baking powder
31,26,½ teaspoon ground cinnamon
132,26,or more to taste
197,27,1 quart vegetable oil for deep-frying
187,27,1 ½ cups all-purpose flour
198,27,1 tablespoon white sugar
188,27,2 teaspoons baking powder
152,27,½ teaspoon salt
199,27,⅔ cup milk
200,27,2 large eggs
201,27,beaten
202,27,1 tablespoon vegetable oil
203,27,3 cups apples - peeled
28,27,cored and chopped
204,27,1 cup cinnamon sugar
205,28,1 (21 ounce) can apple pie filling
31,28,½ teaspoon ground cinnamon
76,28,½ teaspoon ground nutmeg
206,28,1 cup margarine
207,28,¼ cup brown sugar
150,28,2 cups all-purpose flour
150,29,2 cups all-purpose flour
196,29,1 teaspoon baking powder
208,29,½ teaspoon baking soda
152,29,½ teaspoon salt
34,29,1 cup white sugar
43,29,½ cup butter
200,29,2 large eggs
209,29,1 ¼ teaspoons vanilla
210,29,1 ½ cups chopped apples
211,30,1 teaspoon butter
172,30,2 tablespoons brown sugar
212,30,3 teaspoons vanilla sugar
213,30,3 teaspoons ground cinnamon
71,30,1 teaspoon ground nutmeg
214,30,6 large apples - peeled
8,30,cored
54,30,and sliced
215,30,3 ½ tablespoons water
216,31,½ cup mayonnaise
198,31,1 tablespoon white sugar
217,31,1 teaspoon lemon juice
218,31,⅛ teaspoon salt
219,31,3  apples -- peeled
8,31,cored
220,31,and chopped
221,31,1 cup thinly sliced celery
222,31,½ cup chopped walnuts
138,31,½ cup raisins (optional)
1,32,3 tablespoons butter
2,32,2 pounds granny smith apples (or other firm
3,32,crisp apples)
4,32,peeled
5,32,quartered
6,32,cored and sliced 1/4-inch thick
7,32,1 pound macintosh apples (or other soft-textured apples that fall apart when cooked)
4,32,peeled
5,32,quartered
8,32,cored
9,32,and sliced 1/4-inch thick
10,32,½ cup sugar
11,32,½ cup dried cranberries
12,32,1 sheet frozen puff pastry
13,32,thawed but still cold (follow package directions)
14,32,1  egg white
15,32,lightly beaten
16,32,1 tablespoon sugar
17,32,1 cup optional: ice cream or lightly sweetened whipped cream
18,33,8 small granny smith apples
19,33,or as needed
20,33,½ cup unsalted butter
21,33,3 tablespoons all-purpose flour
22,33,½ cup white sugar
23,33,½ cup packed brown sugar
24,33,¼ cup water
25,33,1 (9 inch) double-crust pie pastry
26,33,thawed
27,34,4  apples - peeled
28,34,cored and chopped
29,34,¾ cup water
30,34,¼ cup white sugar
31,34,½ teaspoon ground cinnamon
32,35,10 cups all-purpose apples
4,35,peeled
33,35,cored and sliced
34,35,1 cup white sugar
35,35,1 tablespoon all-purpose flour
36,35,1 teaspoon ground cinnamon
37,35,½ cup water
38,35,1 cup quick-cooking oats
39,35,1 cup all-purpose flour
40,35,1 cup packed brown sugar
41,35,¼ teaspoon baking powder
42,35,¼ teaspoon baking soda
43,35,½ cup butter
44,35,melted
45,36,18 cups thinly sliced apples
46,36,3 tablespoons lemon juice
47,36,10 cups water
48,36,4 ½ cups white sugar
49,36,1 cup cornstarch
50,36,2 teaspoons ground cinnamon
51,36,1 teaspoon salt
52,36,¼ teaspoon ground nutmeg
53,37,6  apples - peeled
8,37,cored
54,37,and sliced
55,37,2 tablespoons white sugar
56,37,1 ½ teaspoons ground cinnamon
57,37,divided
58,37,1 cup brown sugar
59,37,¾ cup old-fashioned oats
60,37,¾ cup all-purpose flour
61,37,½ cup cold butter
62,38,1 (64 fluid ounce) bottle apple cider
63,38,3  cinnamon sticks
64,38,1 teaspoon whole allspice
65,38,1 teaspoon whole cloves
66,38,⅓ cup brown sugar
67,39,2 pounds granny smith apples - peeled
68,39,cored and thinly sliced
69,39,¾ cup cranberries
30,39,¼ cup white sugar
70,39,1 tablespoon ground cinnamon
71,39,1 teaspoon ground nutmeg
72,40,1 recipe pastry for double-crust pie
73,40,6 large granny smith apples
74,40,peeled and cored
43,40,½ cup butter
75,40,¾ cup brown sugar
36,40,1 teaspoon ground cinnamon
76,40,½ teaspoon ground nutmeg
77,40,3 cups water
78,40,2 cups white sugar
79,40,1 teaspoon vanilla extract
43,41,½ cup butter
22,41,½ cup white sugar
80,41,2 tablespoons ground cinnamon
81,41,4  granny smith apples - peeled
8,41,cored
54,41,and sliced
82,42,2 tablespoons lemon juice
83,42,4 cups water
81,42,4  granny smith apples - peeled
33,42,cored and sliced
84,42,2 tablespoons butter
58,42,1 cup brown sugar
36,42,1 teaspoon ground cinnamon
85,42,1 tablespoon cornstarch
86,42,1 tablespoon water
87,42,1 (17.25 ounce) package frozen puff pastry sheets
26,42,thawed
88,42,1 cup confectioners' sugar
89,42,1 tablespoon milk
79,42,1 teaspoon vanilla extract
90,43,2 ½ cups apples - peeled
8,43,cored
54,43,and sliced
91,43,1 cup sifted all-purpose flour
34,43,1 cup white sugar
31,43,½ teaspoon ground cinnamon
92,43,¼ teaspoon salt
43,43,½ cup butter
93,43,softened
94,44,8 large tart apples
95,44,8  wooden chopsticks for handles
96,44,2 cups packed brown sugar
97,44,1 (14 ounce) can sweetened condensed milk
98,44,1 cup light corn syrup
99,44,1 cup butter
100,44,2 teaspoons vanilla extract
101,45,½ cup chopped onion
102,45,2 stalks celery
103,45,chopped
104,45,1  carrot
105,45,diced
106,45,¼ cup butter
107,45,1 ½ tablespoons all-purpose flour
108,45,1 ½ teaspoons curry powder
109,45,4 cups chicken broth
110,45,½  apple
28,45,cored and chopped
111,45,¼ cup white rice
112,45,1  skinless
113,45,boneless chicken breast half - cut into cubes
114,45,1 pinch dried thyme
115,45,salt and ground black pepper to taste
116,45,½ cup heavy cream
117,45,heated
106,46,¼ cup butter
118,46,4 large tart apples - peeled
119,46,cored and sliced 1/4 inch thick
120,46,½ cup cold water
121,46,2 teaspoons cornstarch
122,46,½ cup brown sugar
31,46,½ teaspoon ground cinnamon
123,47,10 large apples
5,47,quartered
124,47,water
125,47,to cover
126,47,¾ cup white sugar
70,47,1 tablespoon ground cinnamon
127,47,1 tablespoon ground allspice
48,48,4 ½ cups white sugar
49,48,1 cup cornstarch
50,48,2 teaspoons ground cinnamon
52,48,¼ teaspoon ground nutmeg
47,48,10 cups water
128,48,2 teaspoons salt
46,48,3 tablespoons lemon juice
129,48,2 drops yellow food coloring
130,48,6 pounds apples
131,49,1 (14.1 ounce) package pastry for a 9-inch double-crust pie
126,49,¾ cup white sugar
132,49,or more to taste
36,49,1 teaspoon ground cinnamon
133,49,6 cups thinly sliced apples
134,49,1 tablespoon butter
133,50,6 cups thinly sliced apples
135,50,1 tablespoon lemon juice (optional)
126,50,¾ cup white sugar
136,50,2 tablespoons all-purpose flour
31,50,½ teaspoon ground cinnamon
137,50,⅛ teaspoon ground nutmeg
138,50,½ cup raisins (optional)
139,50,½ cup chopped walnuts (optional)
140,50,1 (9 inch) pie shell
141,50,½ cup all-purpose flour
23,50,½ cup packed brown sugar
1,50,3 tablespoons butter
142,51,6  apples
143,51,6  wooden craft sticks
144,51,cooking spray
145,51,1 (14 ounce) package individually wrapped caramels
146,51,unwrapped
147,51,2 tablespoons milk
148,52,1 cup vegetable oil
149,52,2  eggs
78,52,2 cups white sugar
79,52,1 teaspoon vanilla extract
150,52,2 cups all-purpose flour
50,52,2 teaspoons ground cinnamon
151,52,1 teaspoon baking soda
152,52,½ teaspoon salt
153,52,4 cups apples - peeled
154,52,cored and diced
155,53,3 ¾ cups cubed white bread
156,53,1 ½ cups cubed whole wheat bread
157,53,1 pound ground turkey sausage
158,53,1 cup chopped onion
159,53,¾ cup chopped celery
160,53,2 ½ teaspoons dried sage
161,53,1 ½ teaspoons dried rosemary
162,53,½ teaspoon dried thyme
163,53,1  golden delicious apple
28,53,cored and chopped
164,53,¾ cup dried cranberries
165,53,⅓ cup minced fresh parsley
166,53,1  cooked turkey liver
167,53,finely chopped
168,53,¾ cup turkey stock
169,53,4 tablespoons unsalted butter
44,53,melted
84,54,2 tablespoons butter
170,54,2 large green apples - peeled
8,54,cored
171,54,and cut into chunks
172,54,2 tablespoons brown sugar
30,54,¼ cup white sugar
92,54,¼ teaspoon salt
56,54,1 ½ teaspoons ground cinnamon
173,54,or to taste
174,54,1 teaspoon water
175,54,or more if needed (optional)
176,54,1 pound prepared pie dough
177,54,cut into 4 pieces
178,54,1  egg
179,54,2 teaspoons milk
180,54,1 teaspoon white sugar
19,54,or as needed
181,55,10 pounds apples
5,55,quartered
182,55,4 cups unsweetened apple juice
34,55,1 cup white sugar
183,55,1 tablespoon apple cider vinegar
56,55,1 ½ teaspoons ground cinnamon
184,55,½ teaspoon ground cloves
185,55,½ teaspoon ground allspice
186,55,6  half-pint canning jars with lids and rings
187,56,1 ½ cups all-purpose flour
126,56,¾ cup white sugar
188,56,2 teaspoons baking powder
36,56,1 teaspoon ground cinnamon
152,56,½ teaspoon salt
178,56,1  egg
189,56,⅓ cup vegetable oil
190,56,⅓ cup milk
191,56,2  apples - peeled
28,56,cored and chopped
149,57,2  eggs
78,57,2 cups white sugar
192,57,½ cup vegetable oil
100,57,2 teaspoons vanilla extract
193,57,2 cups apples
194,57,peeled and diced
150,57,2 cups all-purpose flour
195,57,1 ½ teaspoons salt
196,57,1 teaspoon baking powder
31,57,½ teaspoon ground cinnamon
132,57,or more to taste
197,58,1 quart vegetable oil for deep-frying
187,58,1 ½ cups all-purpose flour
198,58,1 tablespoon white sugar
188,58,2 teaspoons baking powder
152,58,½ teaspoon salt
199,58,⅔ cup milk
200,58,2 large eggs
201,58,beaten
202,58,1 tablespoon vegetable oil
203,58,3 cups apples - peeled
28,58,cored and chopped
204,58,1 cup cinnamon sugar
205,59,1 (21 ounce) can apple pie filling
31,59,½ teaspoon ground cinnamon
76,59,½ teaspoon ground nutmeg
206,59,1 cup margarine
207,59,¼ cup brown sugar
150,59,2 cups all-purpose flour
150,60,2 cups all-purpose flour
196,60,1 teaspoon baking powder
208,60,½ teaspoon baking soda
152,60,½ teaspoon salt
34,60,1 cup white sugar
43,60,½ cup butter
200,60,2 large eggs
209,60,1 ¼ teaspoons vanilla
210,60,1 ½ cups chopped apples
211,61,1 teaspoon butter
172,61,2 tablespoons brown sugar
212,61,3 teaspoons vanilla sugar
213,61,3 teaspoons ground cinnamon
71,61,1 teaspoon ground nutmeg
214,61,6 large apples - peeled
8,61,cored
54,61,and sliced
215,61,3 ½ tablespoons water
216,62,½ cup mayonnaise
198,62,1 tablespoon white sugar
217,62,1 teaspoon lemon juice
218,62,⅛ teaspoon salt
219,62,3  apples -- peeled
8,62,cored
220,62,and chopped
221,62,1 cup thinly sliced celery
222,62,½ cup chopped walnuts
138,62,½ cup raisins (optional)
1,63,3 tablespoons butter
2,63,2 pounds granny smith apples (or other firm
3,63,crisp apples)
4,63,peeled
5,63,quartered
6,63,cored and sliced 1/4-inch thick
7,63,1 pound macintosh apples (or other soft-textured apples that fall apart when cooked)
4,63,peeled
5,63,quartered
8,63,cored
9,63,and sliced 1/4-inch thick
10,63,½ cup sugar
11,63,½ cup dried cranberries
12,63,1 sheet frozen puff pastry
13,63,thawed but still cold (follow package directions)
14,63,1  egg white
15,63,lightly beaten
16,63,1 tablespoon sugar
17,63,1 cup optional: ice cream or lightly sweetened whipped cream
18,64,8 small granny smith apples
19,64,or as needed
20,64,½ cup unsalted butter
21,64,3 tablespoons all-purpose flour
22,64,½ cup white sugar
23,64,½ cup packed brown sugar
24,64,¼ cup water
25,64,1 (9 inch) double-crust pie pastry
26,64,thawed
27,65,4  apples - peeled
28,65,cored and chopped
29,65,¾ cup water
30,65,¼ cup white sugar
31,65,½ teaspoon ground cinnamon
32,66,10 cups all-purpose apples
4,66,peeled
33,66,cored and sliced
34,66,1 cup white sugar
35,66,1 tablespoon all-purpose flour
36,66,1 teaspoon ground cinnamon
37,66,½ cup water
38,66,1 cup quick-cooking oats
39,66,1 cup all-purpose flour
40,66,1 cup packed brown sugar
41,66,¼ teaspoon baking powder
42,66,¼ teaspoon baking soda
43,66,½ cup butter
44,66,melted
45,67,18 cups thinly sliced apples
46,67,3 tablespoons lemon juice
47,67,10 cups water
48,67,4 ½ cups white sugar
49,67,1 cup cornstarch
50,67,2 teaspoons ground cinnamon
51,67,1 teaspoon salt
52,67,¼ teaspoon ground nutmeg
53,68,6  apples - peeled
8,68,cored
54,68,and sliced
55,68,2 tablespoons white sugar
56,68,1 ½ teaspoons ground cinnamon
57,68,divided
58,68,1 cup brown sugar
59,68,¾ cup old-fashioned oats
60,68,¾ cup all-purpose flour
61,68,½ cup cold butter
62,69,1 (64 fluid ounce) bottle apple cider
63,69,3  cinnamon sticks
64,69,1 teaspoon whole allspice
65,69,1 teaspoon whole cloves
66,69,⅓ cup brown sugar
67,70,2 pounds granny smith apples - peeled
68,70,cored and thinly sliced
69,70,¾ cup cranberries
30,70,¼ cup white sugar
70,70,1 tablespoon ground cinnamon
71,70,1 teaspoon ground nutmeg
72,71,1 recipe pastry for double-crust pie
73,71,6 large granny smith apples
74,71,peeled and cored
43,71,½ cup butter
75,71,¾ cup brown sugar
36,71,1 teaspoon ground cinnamon
76,71,½ teaspoon ground nutmeg
77,71,3 cups water
78,71,2 cups white sugar
79,71,1 teaspoon vanilla extract
43,72,½ cup butter
22,72,½ cup white sugar
80,72,2 tablespoons ground cinnamon
81,72,4  granny smith apples - peeled
8,72,cored
54,72,and sliced
82,73,2 tablespoons lemon juice
83,73,4 cups water
81,73,4  granny smith apples - peeled
33,73,cored and sliced
84,73,2 tablespoons butter
58,73,1 cup brown sugar
36,73,1 teaspoon ground cinnamon
85,73,1 tablespoon cornstarch
86,73,1 tablespoon water
87,73,1 (17.25 ounce) package frozen puff pastry sheets
26,73,thawed
88,73,1 cup confectioners' sugar
89,73,1 tablespoon milk
79,73,1 teaspoon vanilla extract
90,74,2 ½ cups apples - peeled
8,74,cored
54,74,and sliced
91,74,1 cup sifted all-purpose flour
34,74,1 cup white sugar
31,74,½ teaspoon ground cinnamon
92,74,¼ teaspoon salt
43,74,½ cup butter
93,74,softened
94,75,8 large tart apples
95,75,8  wooden chopsticks for handles
96,75,2 cups packed brown sugar
97,75,1 (14 ounce) can sweetened condensed milk
98,75,1 cup light corn syrup
99,75,1 cup butter
100,75,2 teaspoons vanilla extract
101,76,½ cup chopped onion
102,76,2 stalks celery
103,76,chopped
104,76,1  carrot
105,76,diced
106,76,¼ cup butter
107,76,1 ½ tablespoons all-purpose flour
108,76,1 ½ teaspoons curry powder
109,76,4 cups chicken broth
110,76,½  apple
28,76,cored and chopped
111,76,¼ cup white rice
112,76,1  skinless
113,76,boneless chicken breast half - cut into cubes
114,76,1 pinch dried thyme
115,76,salt and ground black pepper to taste
116,76,½ cup heavy cream
117,76,heated
106,77,¼ cup butter
118,77,4 large tart apples - peeled
119,77,cored and sliced 1/4 inch thick
120,77,½ cup cold water
121,77,2 teaspoons cornstarch
122,77,½ cup brown sugar
31,77,½ teaspoon ground cinnamon
123,78,10 large apples
5,78,quartered
124,78,water
125,78,to cover
126,78,¾ cup white sugar
70,78,1 tablespoon ground cinnamon
127,78,1 tablespoon ground allspice
48,79,4 ½ cups white sugar
49,79,1 cup cornstarch
50,79,2 teaspoons ground cinnamon
52,79,¼ teaspoon ground nutmeg
47,79,10 cups water
128,79,2 teaspoons salt
46,79,3 tablespoons lemon juice
129,79,2 drops yellow food coloring
130,79,6 pounds apples
131,80,1 (14.1 ounce) package pastry for a 9-inch double-crust pie
126,80,¾ cup white sugar
132,80,or more to taste
36,80,1 teaspoon ground cinnamon
133,80,6 cups thinly sliced apples
134,80,1 tablespoon butter
133,81,6 cups thinly sliced apples
135,81,1 tablespoon lemon juice (optional)
126,81,¾ cup white sugar
136,81,2 tablespoons all-purpose flour
31,81,½ teaspoon ground cinnamon
137,81,⅛ teaspoon ground nutmeg
138,81,½ cup raisins (optional)
139,81,½ cup chopped walnuts (optional)
140,81,1 (9 inch) pie shell
141,81,½ cup all-purpose flour
23,81,½ cup packed brown sugar
1,81,3 tablespoons butter
142,82,6  apples
143,82,6  wooden craft sticks
144,82,cooking spray
145,82,1 (14 ounce) package individually wrapped caramels
146,82,unwrapped
147,82,2 tablespoons milk
148,83,1 cup vegetable oil
149,83,2  eggs
78,83,2 cups white sugar
79,83,1 teaspoon vanilla extract
150,83,2 cups all-purpose flour
50,83,2 teaspoons ground cinnamon
151,83,1 teaspoon baking soda
152,83,½ teaspoon salt
153,83,4 cups apples - peeled
154,83,cored and diced
155,84,3 ¾ cups cubed white bread
156,84,1 ½ cups cubed whole wheat bread
157,84,1 pound ground turkey sausage
158,84,1 cup chopped onion
159,84,¾ cup chopped celery
160,84,2 ½ teaspoons dried sage
161,84,1 ½ teaspoons dried rosemary
162,84,½ teaspoon dried thyme
163,84,1  golden delicious apple
28,84,cored and chopped
164,84,¾ cup dried cranberries
165,84,⅓ cup minced fresh parsley
166,84,1  cooked turkey liver
167,84,finely chopped
168,84,¾ cup turkey stock
169,84,4 tablespoons unsalted butter
44,84,melted
84,85,2 tablespoons butter
170,85,2 large green apples - peeled
8,85,cored
171,85,and cut into chunks
172,85,2 tablespoons brown sugar
30,85,¼ cup white sugar
92,85,¼ teaspoon salt
56,85,1 ½ teaspoons ground cinnamon
173,85,or to taste
174,85,1 teaspoon water
175,85,or more if needed (optional)
176,85,1 pound prepared pie dough
177,85,cut into 4 pieces
178,85,1  egg
179,85,2 teaspoons milk
180,85,1 teaspoon white sugar
19,85,or as needed
181,86,10 pounds apples
5,86,quartered
182,86,4 cups unsweetened apple juice
34,86,1 cup white sugar
183,86,1 tablespoon apple cider vinegar
56,86,1 ½ teaspoons ground cinnamon
184,86,½ teaspoon ground cloves
185,86,½ teaspoon ground allspice
186,86,6  half-pint canning jars with lids and rings
187,87,1 ½ cups all-purpose flour
126,87,¾ cup white sugar
188,87,2 teaspoons baking powder
36,87,1 teaspoon ground cinnamon
152,87,½ teaspoon salt
178,87,1  egg
189,87,⅓ cup vegetable oil
190,87,⅓ cup milk
191,87,2  apples - peeled
28,87,cored and chopped
149,88,2  eggs
78,88,2 cups white sugar
192,88,½ cup vegetable oil
100,88,2 teaspoons vanilla extract
193,88,2 cups apples
194,88,peeled and diced
150,88,2 cups all-purpose flour
195,88,1 ½ teaspoons salt
196,88,1 teaspoon baking powder
31,88,½ teaspoon ground cinnamon
132,88,or more to taste
197,89,1 quart vegetable oil for deep-frying
187,89,1 ½ cups all-purpose flour
198,89,1 tablespoon white sugar
188,89,2 teaspoons baking powder
152,89,½ teaspoon salt
199,89,⅔ cup milk
200,89,2 large eggs
201,89,beaten
202,89,1 tablespoon vegetable oil
203,89,3 cups apples - peeled
28,89,cored and chopped
204,89,1 cup cinnamon sugar
205,90,1 (21 ounce) can apple pie filling
31,90,½ teaspoon ground cinnamon
76,90,½ teaspoon ground nutmeg
206,90,1 cup margarine
207,90,¼ cup brown sugar
150,90,2 cups all-purpose flour
150,91,2 cups all-purpose flour
196,91,1 teaspoon baking powder
208,91,½ teaspoon baking soda
152,91,½ teaspoon salt
34,91,1 cup white sugar
43,91,½ cup butter
200,91,2 large eggs
209,91,1 ¼ teaspoons vanilla
210,91,1 ½ cups chopped apples
211,92,1 teaspoon butter
172,92,2 tablespoons brown sugar
212,92,3 teaspoons vanilla sugar
213,92,3 teaspoons ground cinnamon
71,92,1 teaspoon ground nutmeg
214,92,6 large apples - peeled
8,92,cored
54,92,and sliced
215,92,3 ½ tablespoons water
216,93,½ cup mayonnaise
198,93,1 tablespoon white sugar
217,93,1 teaspoon lemon juice
218,93,⅛ teaspoon salt
219,93,3  apples -- peeled
8,93,cored
220,93,and chopped
221,93,1 cup thinly sliced celery
222,93,½ cup chopped walnuts
138,93,½ cup raisins (optional)
1,94,3 tablespoons butter
2,94,2 pounds granny smith apples (or other firm
3,94,crisp apples)
4,94,peeled
5,94,quartered
6,94,cored and sliced 1/4-inch thick
7,94,1 pound macintosh apples (or other soft-textured apples that fall apart when cooked)
4,94,peeled
5,94,quartered
8,94,cored
9,94,and sliced 1/4-inch thick
10,94,½ cup sugar
11,94,½ cup dried cranberries
12,94,1 sheet frozen puff pastry
13,94,thawed but still cold (follow package directions)
14,94,1  egg white
15,94,lightly beaten
16,94,1 tablespoon sugar
17,94,1 cup optional: ice cream or lightly sweetened whipped cream
18,95,8 small granny smith apples
